codigo_ibge,vab_total_mil_2019_2021,vab_agro_mil,vab_industria_mil,vab_servicos_mil,vab_adm_publica_mil,pct_agro,pct_industria,pct_servicos,pct_adm_publica,anos_usados
4315750,374384,17580,165739,104317,86748,4.70,44.27,27.86,23.17,3
4315800,1413929,180518,676726,363941,192744,12.77,47.86,25.74,13.63,3
4315909,580340,180591,58201,229385,112164,31.12,10.03,39.53,19.33,3
4315958,353018,227681,9203,54617,61517,64.50,2.61,15.47,17.43,3
4316006,1767376,64210,597650,760496,345020,3.63,33.82,43.03,19.52,3
4316105,1101983,439557,48244,442714,171470,39.89,4.38,40.17,15.56,3
4316204,652105,322506,22944,204726,101928,49.46,3.52,31.39,15.63,3
4316303,1527419,234974,987602,185198,119644,15.38,64.66,12.12,7.83,3
4316402,3050890,927212,160661,1344529,618488,30.39,5.27,44.07,20.27,3
4316428,190306,78437,6731,48970,56168,41.22,3.54,25.73,29.51,3
4316436,506425,255418,13412,174151,63445,50.44,2.65,34.39,12.53,3
4316451,2964266,352295,2034755,347524,229693,11.88,68.64,11.72,7.75,3
4316477,410356,147719,47580,150362,64695,36.00,11.59,36.64,15.77,3
4316501,817127,172041,182970,325777,136339,21.05,22.39,39.87,16.69,3
4316600,1897543,442789,297146,887194,270414,23.33,15.66,46.75,14.25,3
4316709,2543318,1226329,121947,1023122,171919,48.22,4.79,40.23,6.76,3
4316733,302328,207640,8246,41115,45327,68.68,2.73,13.60,14.99,3
4316758,827846,84896,414522,207516,120912,10.26,50.07,25.07,14.61,3
4316808,21480706,571515,6792195,11796907,2320091,2.66,31.62,54.92,10.80,3
4316907,24270769,776693,3072961,16052165,4368950,3.20,12.66,66.14,18.00,3
4316956,646390,160259,190070,184196,111865,24.79,29.40,28.50,17.31,3
4316972,713489,460366,50452,136320,66352,64.52,7.07,19.11,9.30,3
4317004,697752,391560,23460,138274,144456,56.12,3.36,19.82,20.70,3
4317103,7265139,1184701,1625383,3114835,1340218,16.31,22.37,42.87,18.45,3
4317202,8792383,539839,2312279,4639029,1301237,6.14,26.30,52.76,14.80,3
4317251,128148,50559,8289,28426,40874,39.45,6.47,22.18,31.90,3
4317301,3968875,1575897,743631,1045645,603702,39.71,18.74,26.35,15.21,3
4317400,4601855,766945,303327,2746022,785563,16.67,6.59,59.67,17.07,3
4317509,7844586,623278,1294483,4695818,1231007,7.95,16.50,59.86,15.69,3
4317558,255525,137361,12517,56213,49433,53.76,4.90,22.00,19.35,3
4317608,4004635,363540,1304904,1645659,690533,9.08,32.58,41.09,17.24,3
4317707,1424030,848704,45426,337096,192805,59.60,3.19,23.67,13.54,3
4317756,382176,200239,38629,80108,63200,52.39,10.11,20.96,16.54,3
4317806,1840601,681108,136835,789924,232735,37.00,7.43,42.92,12.64,3
4317905,1749617,503314,196072,797866,252365,28.77,11.21,45.60,14.42,3
4317954,277150,159728,16424,44644,56356,57.63,5.93,16.11,20.33,3
4318002,5966588,1517908,793524,2658739,996416,25.44,13.30,44.56,16.70,3
4318051,271948,87154,57697,65062,62035,32.05,21.22,23.92,22.81,3
4318101,1661382,755584,60747,523392,321657,45.48,3.66,31.50,19.36,3
4318200,2399522,1108709,202486,718173,370156,46.21,8.44,29.93,15.43,3
4318309,5964931,1802857,631637,2542306,988131,30.22,10.59,42.62,16.57,3
4318408,1751391,250248,221263,905247,374633,14.29,12.63,51.69,21.39,3
4318424,427022,169188,18711,152472,86652,39.62,4.38,35.71,20.29,3
4318432,260331,46654,34962,122872,55842,17.92,13.43,47.20,21.45,3
4318440,299454,141808,29214,71342,57089,47.36,9.76,23.82,19.06,3
4318457,199873,81640,7052,50994,60189,40.85,3.53,25.51,30.11,3
4318465,149334,48274,6518,43424,51119,32.33,4.36,29.08,34.23,3
4318481,324601,49142,93333,100866,81261,15.14,28.75,31.07,25.03,3
4318499,382192,135211,111061,81494,54426,35.38,29.06,21.32,14.24,3
4318507,1579317,263026,316945,536298,463046,16.65,20.07,33.96,29.32,3
4318606,966561,334161,61581,454498,116323,34.57,6.37,47.02,12.03,3
4318614,216926,89250,26318,45914,55444,41.14,12.13,21.17,25.56,3
4318622,375568,172465,29010,97445,76649,45.92,7.72,25.95,20.41,3
4318705,24053625,7575,6856670,13201991,3987389,0.03,28.51,54.89,16.58,3
4318804,3808789,1267197,294275,1529632,717686,33.27,7.73,40.16,18.84,3
4318903,4305200,1146053,491332,2117521,550294,26.62,11.41,49.19,12.78,3
4319000,2601347,122857,1053622,1073231,351637,4.72,40.50,41.26,13.52,3
4319109,808950,326990,65974,311548,104437,40.42,8.16,38.51,12.91,3
4319125,646421,417186,19381,135643,74212,64.54,3.00,20.98,11.48,3
4319158,1714087,1025193,63769,466696,158429,59.81,3.72,27.23,9.24,3
4319208,557506,300579,19535,133625,103767,53.91,3.50,23.97,18.61,3
4319307,511363,211221,43596,146634,109913,41.31,8.53,28.68,21.49,3
4319356,256874,61005,57665,65996,72208,23.75,22.45,25.69,28.11,3
4319364,231328,95711,5707,74589,55321,41.37,2.47,32.24,23.91,3
4319372,380663,200325,35113,75748,69478,52.63,9.22,19.90,18.25,3
4319406,1233530,331219,123940,509665,268707,26.85,10.05,41.32,21.78,3
4319505,2073832,79191,483093,1092086,419461,3.82,23.29,52.66,20.23,3
4319604,2831254,1066954,254344,1087765,422190,37.68,8.98,38.42,14.91,3
4319703,312391,111085,29845,102118,69342,35.56,9.55,32.69,22.20,3
4319711,210259,75643,40837,45639,48140,35.98,19.42,21.71,22.90,3
4319737,209218,114438,6296,31763,56723,54.70,3.01,15.18,27.11,3
4319752,226297,19126,93124,63398,50649,8.45,41.15,28.02,22.38,3
4319802,1460473,507460,458917,330697,163401,34.75,31.42,22.64,11.19,3
4319901,9251226,24236,4489077,3430649,1307265,0.26,48.52,37.08,14.13,3
4320008,9843194,14466,3365953,4157735,2305040,0.15,34.20,42.24,23.42,3
4320107,2903667,382733,552307,1550512,418116,13.18,19.02,53.40,14.40,3
4320206,1357286,329398,228935,601763,197188,24.27,16.87,44.34,14.53,3
4320230,370493,188518,18767,102224,60983,50.88,5.07,27.59,16.46,3
4320263,394231,179297,14575,81451,118910,45.48,3.70,20.66,30.16,3
4320305,738299,280456,78668,282250,96925,37.99,10.66,38.23,13.13,3
4320321,319931,175553,12809,66284,65285,54.87,4.00,20.72,20.41,3
4320354,299504,109037,35627,64155,90684,36.41,11.90,21.42,30.28,3
4320404,1874881,230810,462682,867129,314261,12.31,24.68,46.25,16.76,3
4320453,150010,76171,8111,23157,42570,50.78,5.41,15.44,28.38,3
4320503,1079050,649920,67164,243188,118779,60.23,6.22,22.54,11.01,3
4320552,749701,104126,152498,376247,116829,13.89,20.34,50.19,15.58,3
4320578,230143,132235,9743,36195,51970,57.46,4.23,15.73,22.58,3
4320602,361139,163783,20695,98620,78041,45.35,5.73,27.31,21.61,3
4320651,194617,76234,10621,51082,56679,39.17,5.46,26.25,29.12,3
4320677,580313,190768,27452,185670,176422,32.87,4.73,31.99,30.40,3
4320701,1101706,152200,97436,609148,242921,13.81,8.84,55.29,22.05,3
4320800,2933076,602423,472682,1368392,489578,20.54,16.12,46.65,16.69,3
4320859,340679,160416,19873,69529,90861,47.09,5.83,20.41,26.67,3
4320909,3517631,278567,1455847,1374443,408775,7.92,41.39,39.07,11.62,3
4321006,1335209,255218,255781,644826,179384,19.11,19.16,48.29,13.43,3
4321105,1319429,470262,125092,448071,276003,35.64,9.48,33.96,20.92,3
4321204,4000493,67726,743831,2332304,856631,1.69,18.59,58.30,21.41,3
4321303,2437441,254827,869439,916898,396277,10.45,35.67,37.62,16.26,3
4321329,413111,151645,20012,173738,67715,36.71,4.84,42.06,16.39,3
4321352,295114,94118,9031,91112,100855,31.89,3.06,30.87,34.17,3
4321402,1461488,309889,112200,820245,219155,21.20,7.68,56.12,15.00,3
4321436,704882,51217,55994,409831,187839,7.27,7.94,58.14,26.65,3
4321451,3979269,261962,1401211,1734606,581490,6.58,35.21,43.59,14.61,3
4321469,361854,110652,38768,140351,72084,30.58,10.71,38.79,19.92,3
4321477,442537,188302,18541,136802,98892,42.55,4.19,30.91,22.35,3
4321493,225766,91977,6365,68097,59326,40.74,2.82,30.16,26.28,3
4321501,3612389,112379,482394,2288681,728935,3.11,13.35,63.36,20.18,3
4321600,3240081,44465,326233,1928928,940454,1.37,10.07,59.53,29.03,3
4321626,200854,93717,36960,21697,48480,46.66,18.40,10.80,24.14,3
4321634,317287,140352,22290,94538,60107,44.24,7.03,29.80,18.94,3
4321667,750895,70121,76249,428411,176115,9.34,10.15,57.05,23.45,3
4321709,2184868,26801,962473,757295,438302,1.23,44.05,34.66,20.06,3
4321808,3162597,442456,477008,1824102,419031,13.99,15.08,57.68,13.25,3
4321832,174487,69548,8733,33979,62228,39.86,5.00,19.47,35.66,3
4321857,424765,162098,38601,142955,81110,38.16,9.09,33.66,19.10,3
4321907,2588326,376507,454382,1332390,425046,14.55,17.56,51.48,16.42,3
4321956,742250,223534,181637,225318,111761,30.12,24.47,30.36,15.06,3
4322004,22131435,348762,14606402,6292720,883549,1.58,66.00,28.43,3.99,3
4322103,656915,211295,31050,306917,107652,32.16,4.73,46.72,16.39,3
4322152,259763,114436,8217,55512,81598,44.05,3.16,21.37,31.41,3
4322186,206550,112754,9183,41770,42844,54.59,4.45,20.22,20.74,3
4322202,4112162,1994058,165246,1516665,436194,48.49,4.02,36.88,10.61,3
4322251,1362633,152681,874305,233359,102289,11.20,64.16,17.13,7.51,3
4322301,910654,305731,71760,398059,135103,33.57,7.88,43.71,14.84,3
4322327,346150,166033,13421,86426,80270,47.97,3.88,24.97,23.19,3
4322343,240505,140247,4897,43349,52011,58.31,2.04,18.02,21.63,3
4322350,192774,122846,6841,25869,37219,63.73,3.55,13.42,19.31,3
4322376,302414,190344,8786,47205,56079,62.94,2.91,15.61,18.54,3
4322400,8694116,1703247,871649,4104795,2014425,19.59,10.03,47.21,23.17,3
4322509,7394742,1807181,837843,3639275,1110443,24.44,11.33,49.21,15.02,3
4322525,292404,142259,21141,56215,72790,48.65,7.23,19.23,24.89,3
4322533,699911,286033,37176,181285,195417,40.87,5.31,25.90,27.92,3
4322541,470089,77161,143079,145416,104433,16.41,30.44,30.93,22.22,3
4322558,217724,105627,9568,49758,52771,48.51,4.39,22.85,24.24,3
4322608,9389492,695688,3468541,4062862,1162401,7.41,36.94,43.27,12.38,3
4322707,1972336,205269,384696,918690,463681,10.41,19.50,46.58,23.51,3
4322806,4167949,148625,1936934,1649494,432895,3.57,46.47,39.58,10.39,3
4322855,248992,145661,12503,47122,43706,58.50,5.02,18.93,17.55,3
4322905,482925,229873,28702,138126,86222,47.60,5.94,28.60,17.85,3
4323002,11483053,479433,1944930,5397066,3661626,4.18,16.94,47.00,31.89,3
4323101,332462,168056,12938,63593,87875,50.55,3.89,19.13,26.43,3
4323200,564381,270967,52467,167837,73110,48.01,9.30,29.74,12.95,3
4323309,634716,108128,303980,146734,75875,17.04,47.89,23.12,11.95,3
4323358,370938,199639,32174,77891,61235,53.82,8.67,21.00,16.51,3
4323408,748297,274818,160678,226474,86327,36.73,21.47,30.27,11.54,3
4323457,393707,159719,50503,92899,90588,40.57,12.83,23.60,23.01,3
4323507,318879,149038,20178,86917,62747,46.74,6.33,27.26,19.68,3
4323606,190737,96327,7732,42071,44607,50.50,4.05,22.06,23.39,3
4323705,248532,122137,10081,57709,58606,49.14,4.06,23.22,23.58,3
4323754,336343,182948,17202,69114,67077,54.39,5.11,20.55,19.94,3
4323770,572674,173072,190184,137256,72162,30.22,33.21,23.97,12.60,3
4323804,1748829,7829,251340,1021431,468228,0.45,14.37,58.41,26.77,3
